,Total_name,Motif,Strandness,relative_fold,relative_fold_median,Ranksum_statistic,Ranksum_P_value,Corrected_pvalue,N_with_motif,N_without_motif,Significant
386,TOD6_f,TOD6,Forward,1.0854219308209057,1.093261502298943,2.8224827755672393,0.004765338171718356,0.9340062816567977,2183,33567,No
518,HAP5_r,HAP5,Reverse,1.083089819451484,1.0726302420766025,1.8444737405771188,0.06511412933081978,0.9817207191415905,499,35251,No
388,YLL054C_f,YLL054C,Forward,1.0827789705348634,0.9159749293309201,0.07872471728569397,0.9372515849402122,1.0,236,35514,No
449,MET4_r,MET4,Reverse,1.0820177672674234,1.1224125882130955,0.6450791667349619,0.5188758838596248,0.962457475424162,71,35679,No
126,HAP5,HAP5,Both,1.0819087773466198,1.0350994623959346,1.4722303342064749,0.14095868855668445,0.9526863088658672,1814,33936,No
14,REB1,REB1,Both,1.081876675563992,1.057299271687032,2.1253905944807117,0.03355403444672755,0.8578161849859043,1550,34200,No
562,HAL9_r,HAL9,Reverse,1.0816035335165306,0.9969404076387485,1.0972613725831935,0.27252715139330663,0.9371109065454053,829,34921,No
298,THI2_f,THI2,Forward,1.0814319159968973,0.8648292846157707,-0.12564820237114585,0.9000104053103212,1.0,101,35649,No
339,GCR1_f,GCR1,Forward,1.0813759322487062,1.0434481204059725,1.7164262762412545,0.08608405071576743,1.0,664,35086,No
322,HAP5_f,HAP5,Forward,1.0806215390754488,1.0213601036814557,0.6926788714820566,0.48851110136970155,0.9639078107563239,1334,34416,No
586,YPR015C_r,YPR015C,Reverse,1.0802026921528984,1.158352932614133,1.1187296588842333,0.26325548822283806,0.9324953438254745,181,35569,No
319,YAP5_f,YAP5,Forward,1.07942640768364,1.0334716049580723,0.17194437286514977,0.8634812615428249,1.0,573,35177,No
44,RTG1,RTG1,Both,1.0739598297726722,1.0806216561151794,0.9748809923077981,0.32961929565752246,0.9547593391459271,381,35369,No
361,DOT6_f,DOT6,Forward,1.0715444789201363,1.0903301134345762,2.869255019469802,0.004114399190033172,1.0,3093,32657,No
365,GAT4_f,GAT4,Forward,1.0696520712194373,1.087158062370748,2.4328721984742665,0.014979587083569262,0.8007270186489751,1151,34599,No
520,INO4_r,INO4,Reverse,1.0695674376892408,1.0537586346271204,0.9559929023502592,0.33907582038169204,0.9678474873030821,584,35166,No
527,YAP1_r,YAP1,Reverse,1.0688322857983443,1.0674359323641263,1.15939915328008,0.24629352176113484,0.9165860176933371,252,35498,No
538,LEU3_r,LEU3,Reverse,1.0687958101581037,1.0637853959592212,1.0395740538050504,0.2985378365444974,0.948866204800889,414,35336,No
234,FKH1_f,FKH1,Forward,1.0649549299447252,1.0435660807199425,2.2924241290504384,0.02188118099491316,0.8041334015630586,2400,33350,No
295,STP1_f,STP1,Forward,1.0626430752341087,1.071370242009784,1.298770584865441,0.19402267224786374,0.9054391371566974,1250,34500,No
334,CAD1_f,CAD1,Forward,1.0610132763519677,1.0067319664589243,0.8339932055695396,0.4042848125906422,0.9546966658766972,546,35204,No
128,INO4,INO4,Both,1.0609560984381223,1.073885725592154,1.6782036387291108,0.09330735166003583,0.9975404141109285,1031,34719,No
406,REB1_r,REB1,Reverse,1.0593421048809697,1.070586787048497,1.679739077262617,0.09300809316722691,1.0,935,34815,No
170,HAL9,HAL9,Both,1.0569482257196747,0.9768560374952843,0.7699106472893089,0.44135289759928986,0.990517190031994,1033,34717,No
86,MATA1,MATA1,Both,1.05684242651125,1.0307036395645945,1.4368201565316787,0.15076910150448602,0.933181386154082,1381,34369,No
577,STP2_r,STP2,Reverse,1.0567072501490362,1.0451230063429757,1.5409053362060539,0.12333982692650074,1.0,877,34873,No
310,MET28_f,MET28,Forward,1.0551611786163586,1.0916076523371354,1.9849411578621716,0.04715101853657675,0.8663999656095978,1071,34679,No
324,INO4_f,INO4,Forward,1.0546097087339237,1.1171398445182372,1.6242990990680357,0.10431198944294398,1.0,461,35289,No
127,HSF1,HSF1,Both,1.054462266216151,1.080520347136658,0.8374413060896426,0.4023445557863722,0.9578080923173556,554,35196,No
74,ASH1,ASH1,Both,1.054199996056174,1.0443693246157117,0.4204259829553525,0.674174290196786,1.0,1844,33906,No
134,UME6,UME6,Both,1.0533615895687785,1.0372137859259676,0.7335424420729008,0.46322765167727975,0.9693162248620657,275,35475,No
114,MET28,MET28,Both,1.052863288156311,1.0972745370391925,2.431968062192736,0.015017031405177959,0.73583453885372,1624,34126,No
192,YLL054C,YLL054C,Both,1.0526235442438212,0.9159048863032028,-0.09276188150927106,0.9260927345414567,1.0,270,35480,No
194,YPR015C,YPR015C,Both,1.0519543364901793,1.1311687546850482,0.528965453808209,0.5968294148873257,0.9857744268363693,302,35448,No
575,SRD1_r,SRD1,Reverse,1.0518034009744541,1.0503953705780351,1.1661676813969049,0.2435466565663763,0.9179835516732646,1124,34626,No
458,STB5_r,STB5,Reverse,1.0504757023647302,1.0206315385186941,1.207734786942899,0.2271492926971903,0.8904252273729859,1168,34582,No
243,WAR1_f,WAR1,Forward,1.0500794165196428,1.156494355266672,1.127601695619645,0.2594881702834918,0.9247214795557163,107,35643,No
364,GAT1_f,GAT1,Forward,1.0494159465725592,1.0299313867582325,1.403011580084463,0.1606133858087283,0.9350561470844777,2657,33093,No
237,PIP2_f,PIP2,Forward,1.04790814142413,0.6008666372672234,-1.3633710713866456,0.1727655934447302,0.9406126754213089,45,35705,No
201,FKH2_f,FKH2,Forward,1.0467082595157198,1.0627953769596141,1.5865776491223307,0.11260833289345464,1.0,468,35282,No
123,YAP5,YAP5,Both,1.046505605971814,1.0917903301207976,1.5981691046525763,0.11000534755551018,1.0,1498,34252,No
168,GAT1,GAT1,Both,1.0464682197289645,1.0471839124446274,2.2214648585022374,0.026319492327410703,0.8597700826954163,4444,31306,No
366,HAL9_f,HAL9,Forward,1.0432622080016358,0.9642216362460775,0.3357048885544748,0.7370934190282508,1.0,861,34889,No
377,SFL1_f,SFL1,Forward,1.0416681084126385,0.9868799691816419,-0.15002279009714534,0.8807466348457033,1.0,1656,34094,No
398,FZF1_r,FZF1,Reverse,1.0408745910093908,1.0517600166558227,1.8347370952148845,0.06654465311204437,0.9543477080459046,1527,34223,No
143,GCR1,GCR1,Both,1.0408078334953477,1.0538039814385782,1.8417189645738217,0.06551626870706649,0.9630891499938775,1394,34356,No
183,SRD1,SRD1,Both,1.0399877096875692,1.0610775016743372,1.5343103210529432,0.12495332781988212,1.0,1634,34116,No
267,ABF1_f,ABF1,Forward,1.0386520130297618,1.086887268038232,1.5314272614222606,0.12566383079167057,1.0,557,35193,No
181,SFL1,SFL1,Both,1.0383908074824981,0.9989798683672206,0.7098613541700511,0.47779011754261824,0.9721127651040122,4274,31476,No
452,MSN4_r,MSN4,Reverse,1.0368000267360546,1.0741129729234562,0.8423196254555646,0.3996090686688013,0.9551631397449397,673,35077,No
254,MOT2_f,MOT2,Forward,1.0366372801412491,1.0755557994398017,1.1119545128660109,0.26615770847651254,0.9371301352346668,481,35269,No
560,GAT1_r,GAT1,Reverse,1.035975493934532,1.0645300229632775,1.7746125244682407,0.0759618878047358,0.9925686673152144,1929,33821,No
551,YAP7_r,YAP7,Reverse,1.0359198403468735,1.0313344395282424,0.9194913989022148,0.35783860240747767,0.9564049918890766,1545,34205,No
187,TBF1,TBF1,Both,1.0357094156452946,1.0059006616809196,0.5250193340201119,0.5995697506419598,0.9792972593818676,5791,29959,No
428,DAL82_r,DAL82,Reverse,1.0341962437532846,1.077130125355483,0.025833632379745664,0.9793900360347202,1.0,529,35221,No
190,TOD6,TOD6,Both,1.0341505766937484,1.0087752118355886,0.63697267807764,0.5241426404616978,0.9661312620422517,5106,30644,No
424,ACA1_r,ACA1,Reverse,1.0340774592642474,1.0961531172057457,0.43829720636710356,0.6611708507897387,1.0,118,35632,No
544,RLM1_r,RLM1,Reverse,1.0338932417942488,1.0138735507116805,1.0608860272811018,0.2887417000094914,0.9380117105280715,1666,34084,No
124,CUP2,CUP2,Both,1.033381816298073,0.984644222392209,0.25257876083871095,0.8005937443473431,1.0,242,35508,No
478,MATA1_r,MATA1,Reverse,1.0326301082456417,1.0135818510963328,1.01259249926463,0.3112548440591828,0.9337645321775484,1103,34647,No
215,STE12_f,STE12,Forward,1.0322325787643343,0.9458453680764822,0.29156445751543314,0.7706196539618841,1.0,818,34932,No
437,SKN7_r,SKN7,Reverse,1.0316103258933615,1.0135598635811394,0.3740483271808769,0.7083683616269967,1.0,3747,32003,No
169,GAT4,GAT4,Both,1.0315705174939236,1.018277050539764,1.2458099537450935,0.21283417442243835,0.9068586562347373,1861,33889,No
102,THI2,THI2,Both,1.0310170173317483,1.024059784132968,0.1595157321940626,0.8732625645160804,1.0,384,35366,No
57,MET4,MET4,Both,1.03089050527474,1.119895764789183,0.5933393524877416,0.5529540676029213,0.9676696183051122,195,35555,No
573,SFL1_r,SFL1,Reverse,1.0303891274853902,1.007858169489111,0.8258762995738308,0.4088742662697067,0.9578409106238547,2746,33004,No
224,YNR063W_f,YNR063W,Forward,1.0303618056939166,1.0006823926167439,0.48249795868587053,0.6294522481736216,1.0,3958,31792,No
558,ECM22_r,ECM22,Reverse,1.030273605398651,1.1129419521625394,0.9417423405394012,0.34632457193045296,0.9605606051655959,694,35056,No
570,PHO2_r,PHO2,Reverse,1.0302337660497844,1.0228351629691665,0.7792686852233255,0.4358214571631628,0.9894324973433967,6690,29060,No
542,NRG1_r,NRG1,Reverse,1.0301839910394328,0.9808604255737868,0.15384693851262565,0.8777304227939725,1.0,1925,33825,No
258,RIM101_f,RIM101,Forward,1.0286653323390196,1.0193105253361758,0.27125545652347804,0.7861945630435789,1.0,169,35581,No
60,MSN4,MSN4,Both,1.0280710350166036,1.0045131924793582,-0.025113715248368522,0.9799642604468556,1.0,2624,33126,No
38,FKH1,FKH1,Both,1.027995492305501,1.0311226453606077,1.427837068620558,0.15333876060507495,0.9295174354204543,7082,28668,No
208,NHP10_f,NHP10,Forward,1.0272301067853726,0.9827743145182368,0.37077993316196844,0.7108014487215898,1.0,2065,33685,No
515,YAP5_r,YAP5,Reverse,1.026962904765434,1.1197744438990302,1.9942041064510796,0.046129753577783525,0.8749772614108617,964,34786,No
531,CIN5_r,CIN5,Reverse,1.0267955727994755,1.021724296824084,1.267334537570917,0.20503569604357585,0.8997088751762881,5002,30748,No
256,MSN4_f,MSN4,Forward,1.0266612306236471,0.9913650021794251,-0.33514980537541855,0.7375120839364147,1.0,1983,33767,No
486,SKO1_r,SKO1,Reverse,1.0265684355239373,1.0252169756980698,1.0307372450344787,0.30266405386210227,0.9416215009043182,2701,33049,No
297,SWI6_f,SWI6,Forward,1.0264584335957687,1.0364164338311168,0.9694902877291921,0.3323006237202559,0.9578076801348553,3608,32142,No
263,SUT1_f,SUT1,Forward,1.0262982050624796,0.9958668026699778,-0.0878522800273164,0.9299940849067931,1.0,2129,33621,No
399,GIS1_r,GIS1,Reverse,1.0258084746534701,0.9766566895030095,-0.46254635671778493,0.6436895670786407,1.0,6634,29116,No
496,YHP1_r,YHP1,Reverse,1.0248588820215998,1.0326874111568702,0.7638081154621433,0.4449815999000838,0.9726735343540865,1183,34567,No
199,ECM23_f,ECM23,Forward,1.0244304722869604,1.023700316857614,1.8563444898141317,0.06340447148606171,1.0,17430,18320,No
159,YAP7,YAP7,Both,1.024190535835874,1.0381471146075036,1.0613413488657535,0.2885348008613099,0.9425470161469456,2483,33267,No
206,HCM1_f,HCM1,Forward,1.0238881490030736,1.0181878080874158,1.226444345223378,0.2200315069076514,0.8984619865395764,6786,28964,No
489,SPT23_r,SPT23,Reverse,1.0237877055223623,0.9854339368677217,0.25343100836712057,0.7999351683698621,1.0,11418,24332,No
6,FZF1,FZF1,Both,1.0235618341574635,1.0547312655921905,1.616128409327094,0.10606655309042229,1.0,2240,33510,No
561,GAT4_r,GAT4,Reverse,1.0233936886786954,0.9828899385627152,0.2689185298052695,0.7879923773310518,1.0,1356,34394,No
506,MET28_r,MET28,Reverse,1.0232757980919587,1.0544144735890886,1.2629552780402977,0.20660525233354488,0.8932638850891499,643,35107,No
36,DAL82,DAL82,Both,1.0229260876454251,1.008995798999757,-0.4857466443800947,0.6271468080020471,0.9993558891739939,956,34794,No
378,SFP1_f,SFP1,Forward,1.0225321701749435,0.9893361549492746,0.011363393306296767,0.9909335190438008,1.0,2952,32798,No
296,SWI4_f,SWI4,Forward,1.0224936052273303,1.0828368228866538,0.874541458069837,0.3818234530032697,0.9433285309492545,1035,34715,No
308,INO2_f,INO2,Forward,1.0220335441919384,1.0173849708042189,0.9088857759258052,0.36341042279621794,0.9413450599302914,2342,33408,No
290,SKO1_f,SKO1,Forward,1.0220093673425694,0.9984018771952324,-0.14802767135609085,0.8823209302241095,1.0,1398,34352,No
457,STB1_r,STB1,Reverse,1.0214262730501187,1.0231591686398198,1.2736968641170157,0.20277086824291124,0.9032520494456956,3810,31940,No
304,ARR1_f,ARR1,Forward,1.0212637755963907,1.0590332658547799,2.631545774062876,0.00849974163973847,1.0,5771,29979,No
498,ARG80_r,ARG80,Reverse,1.0212521835086945,0.9658917914279772,-0.6958629921235739,0.486514635559813,0.9664547490174663,1281,34469,No
569,OAF1_r,OAF1,Reverse,1.0209709085280403,1.0338415369123963,1.6180147628302506,0.10565941618307677,1.0,3916,31834,No
107,ARO80,ARO80,Both,1.0209320851174855,1.048947698610092,0.8946385866553563,0.37098031777882945,0.9362078405749,310,35440,No
513,UGA3_r,UGA3,Reverse,1.0206211012348083,1.029621130281943,-0.029606616866370335,0.9763807881320804,1.0,1679,34071,No
106,ARG80,ARG80,Both,1.0205799641190314,0.9764677852472349,-0.7175037817646778,0.47306330379097805,0.9692028663034673,2819,32931,No
99,STP1,STP1,Both,1.0196529405208383,1.0120371593249582,0.16871813161832303,0.8660183562681032,1.0,1947,33803,No
533,ERT1_r,ERT1,Reverse,1.019646871164657,1.005648005661737,0.3641634598579165,0.7157359511373744,1.0,7331,28419,No
394,CST6_r,CST6,Reverse,1.0196117231492732,1.0017169205150713,0.7103655328838022,0.47747749113656446,0.9748498777371525,11704,24046,No
541,MET31_r,MET31,Reverse,1.0195178721648241,0.9949523726987245,0.9153881342308687,0.3599879053823172,0.9449682516285826,392,35358,No
578,SUT2_r,SUT2,Reverse,1.0193536908940972,1.0363558591656514,0.07801783909871671,0.9378138626950222,1.0,384,35366,No
66,STB5,STB5,Both,1.018953496273035,1.0155612994419145,0.43765385509358024,0.6616372249494552,1.0,3358,32392,No
387,YKL222C_f,YKL222C,Forward,1.0188891747638527,0.9676280314822422,-0.9972084375907857,0.3186633462523266,0.9415781286249651,1972,33778,No
389,YPR013C_f,YPR013C,Forward,1.0188126607241328,0.967945296077789,-0.08414481185381438,0.932941296246097,1.0,842,34908,No
139,CIN5,CIN5,Both,1.0185532334653,1.0049632224376748,0.6893823436024852,0.49058269155405465,0.961542075445947,6445,29305,No
100,SWI4,SWI4,Both,1.0185525783135523,1.0063441932828763,0.902363953058932,0.36686356309547863,0.9419902842800936,4248,31502,No
222,YER184C_f,YER184C,Forward,1.018153604208624,1.0157162183869275,0.9428138161348409,0.3457761435530734,0.9635847033611714,15763,19987,No
7,GIS1,GIS1,Both,1.0180756739362338,0.9654689215990623,-1.1740817101877115,0.24036229859494063,0.9118260101537102,8761,26989,No
10,HCM1,HCM1,Both,1.0177157039117752,1.0320703485203409,1.3143617958035128,0.18872448062826963,0.9021950781253866,23084,12666,No
492,SWI4_r,SWI4,Reverse,1.017440148031205,0.9900934084182068,0.5668829112222437,0.5707937351172114,0.9756590588631405,3323,32427,No
405,PDR8_r,PDR8,Reverse,1.016700862789436,1.006940106904491,0.23877508351976096,0.8112799919214206,1.0,4951,30799,No
246,MATA2_f,MATA2,Forward,1.0166664516367008,1.0274779902006035,1.7148821609376765,0.08636683392185024,0.9957587910989792,19983,15767,No
421,YOX1_r,YOX1,Reverse,1.0163832026836164,1.00227083454859,0.4044760499360559,0.6858626862568997,1.0,7820,27930,No
395,ECM23_r,ECM23,Reverse,1.0162335652261376,1.022318550743659,0.8613531289307786,0.38904358250964155,0.9531567771486219,19136,16614,No
67,SUT1,SUT1,Both,1.0161934435351814,0.99891796380023,-0.2961660180898855,0.7671032989202915,1.0,2702,33048,No
197,CAT8_f,CAT8,Forward,1.0158406668000952,1.0254393479782493,0.6056506671167647,0.5447467495939786,0.9618951614452236,5214,30536,No
97,SPT23,SPT23,Both,1.0157787239080673,0.9866853989176302,0.0894045181633665,0.9287604328779652,1.0,14831,20919,No
368,MIG2_f,MIG2,Forward,1.0156921421232752,0.9872357010829336,0.9959743487217704,0.3192626087108966,0.9386320696100361,574,35176,No
379,SRD1_f,SRD1,Forward,1.0155621063813807,1.1099422495302569,1.3556458920007057,0.1752118627824233,0.9198622796077223,579,35171,No
403,HMRA2_r,HMRA2,Reverse,1.0154744983371873,1.0057004745763298,0.0948124593410361,0.9244637903337647,1.0,4882,30868,No
470,GAT3_r,GAT3,Reverse,1.0154258978580177,1.0435548187652663,1.263644341927992,0.2063577105361406,0.8988024725574124,4197,31553,No
58,MOT2,MOT2,Both,1.0152606823024293,1.0296794851739262,1.0203922956453795,0.30754244630446237,0.9467798870524811,2003,33747,No
26,YER184C,YER184C,Both,1.0152118735096711,1.0109127500494237,0.6969977304984497,0.48580421410498487,0.9683148403177325,18285,17465,No
177,OAF1,OAF1,Both,1.0150564575439227,1.025077007679528,1.1366914419646326,0.2556672981885274,0.9222844867168964,6143,29607,No
393,CAT8_r,CAT8,Reverse,1.0148967455484763,1.0063404023045994,0.6353867046837264,0.5251762371320025,0.9650113357300546,5879,29871,No
476,IXR1_r,IXR1,Reverse,1.014312868631969,1.1517580507582739,0.48193896189293645,0.6298493072400799,0.9982517322295605,26,35724,No
3,ECM23,ECM23,Both,1.0142757850064745,1.0220073728519514,0.9768600483411474,0.328638442989751,0.956630715237493,22065,13685,No
28,YNR063W,YNR063W,Both,1.014221762272242,0.9860039813047812,-0.19290192503928208,0.8470357773870686,1.0,6331,29419,No
532,CRZ1_r,CRZ1,Reverse,1.0137755990401391,1.0106888549607023,0.21756989341511965,0.8277642441175155,1.0,4492,31258,No
289,RTG3_f,RTG3,Forward,1.0137165618457167,1.0612196428608378,1.0678266808997579,0.2855987003759599,0.943438403489126,2482,33268,No
264,THO2_f,THO2,Forward,1.0137142371963257,1.0083445695332818,0.5585090265384686,0.5764968424406802,0.9768880211963112,1797,33953,No
574,SFP1_r,SFP1,Reverse,1.0135164994492136,0.9924626866930937,-0.08735499885221068,0.9303893382952948,1.0,3208,32542,No
101,SWI6,SWI6,Both,1.0130966031662199,1.0172564026966397,1.1486896288548392,0.2506839838611975,0.927057751637636,7885,27865,No
220,USV1_f,USV1,Forward,1.012984966446147,0.970341977912061,-0.8809889705097921,0.3783237897438436,0.9386261112632069,7366,28384,No
78,GAT3,GAT3,Both,1.012791311576192,1.0255160627268998,1.0961913275293227,0.2729950540831291,0.9332621616330227,8641,27109,No
150,NRG1,NRG1,Both,1.0127557062132795,0.9847050304696331,-0.2452831493340858,0.8062371981840115,1.0,3064,32686,No
182,SFP1,SFP1,Both,1.012680823816472,1.0034900153789046,0.21904558608396976,0.8266145373651811,1.0,3880,31870,No
25,YER130C,YER130C,Both,1.012667096947528,0.9860871414944872,-0.04713844158000115,0.9624028894263841,1.0,7387,28363,No
47,WAR1,WAR1,Both,1.0120116124340122,1.0169042303408644,0.2138479069045442,0.830665664679936,1.0,231,35519,No
372,NHP6B_f,NHP6B,Forward,1.0119050322929535,1.0187699510239834,0.45944272869125147,0.6459162702775032,1.0,4145,31605,No
540,MBP1_r,MBP1,Reverse,1.0117513265565468,1.0107453187612692,0.34062919349601456,0.7333827491712932,1.0,3279,32471,No
316,SMP1_f,SMP1,Forward,1.0115405143139609,1.0297663145241291,1.5480289336163024,0.12161533053094385,1.0,7427,28323,No
555,ASG1_r,ASG1,Reverse,1.0111526455021584,1.0690420149511939,0.761887089760508,0.44612739592493433,0.9679812132983814,386,35364,No
305,CHA4_f,CHA4,Forward,1.01106387197363,0.9973803005526196,0.2908066789867293,0.7711991769160776,1.0,978,34772,No
174,NDT80,NDT80,Both,1.0110040268826594,0.9993053416152639,0.0637740988473389,0.9491501023901135,1.0,4184,31566,No
566,NDT80_r,NDT80,Reverse,1.0109077168541516,1.0084763586565266,0.36044872908760783,0.7185115915485596,1.0,3683,32067,No
302,ARG80_f,ARG80,Forward,1.0108724827531275,0.9800123795283072,-0.5627178313808517,0.5736270401049041,0.9748343918545768,1629,34121,No
579,TBF1_r,TBF1,Reverse,1.0106890126439596,0.9719488323522364,-0.7027196414398852,0.48223048473687435,0.9710668665249387,4933,30817,No
255,MSN2_f,MSN2,Forward,1.0101177371605468,0.9488277322013849,-0.6341547161758383,0.5259798571139918,0.9604849564690284,2292,33458,No
193,YPR013C,YPR013C,Both,1.010012555454179,1.0199596772823565,0.2428179559627908,0.8081464249476287,1.0,2187,33563,No
138,CAD1,CAD1,Both,1.0099057658985782,0.9996984448790833,0.05549554667744069,0.9557436777213072,1.0,951,34799,No
244,XBP1_f,XBP1,Forward,1.0098136492217142,1.0187052516940145,0.771742961514077,0.440266680204323,0.991865164598245,2691,33059,No
355,YAP7_f,YAP7,Forward,1.0097330182674291,1.0367146891995618,0.6176923136270517,0.5367781796733323,0.9593482360119131,1390,34360,No
18,RSF2,RSF2,Both,1.0094952878460688,1.0160979114096391,0.3436356338599824,0.7311203229285144,1.0,5563,30187,No
165,DOT6,DOT6,Both,1.009431284232795,0.9939543026607396,0.10501420402030738,0.9163645378627044,1.0,6874,28876,No
84,IXR1,IXR1,Both,1.0094199571644809,1.2178480378388155,0.898059075035623,0.36915405573229665,0.9396648691367552,48,35702,No
94,SKO1,SKO1,Both,1.009142710969287,1.0134646615038425,0.37080400224564214,0.7107835201882056,1.0,3944,31806,No
436,RTG1_r,RTG1,Reverse,1.0090767422959022,0.8989532088342959,-0.8868003071387514,0.3751864222380997,0.9387643245787346,157,35593,No
65,STB1,STB1,Both,1.009032552396677,1.0038379222669649,0.4773339511913612,0.6331243384389792,1.0,5038,30712,No
257,NDD1_f,NDD1,Forward,1.0090276852921523,1.0452626940671903,0.0036268482292777303,0.9971062001376729,1.0,1072,34678,No
481,PDR1_r,PDR1,Reverse,1.0089978444032615,1.0560649240361555,0.7074394942544476,0.47929340089714734,0.9684691399571224,539,35211,No
484,RME1_r,RME1,Reverse,1.0089414604451925,1.0241331792989488,0.7587089978181106,0.4480266532167013,0.9685282062184574,5998,29752,No
235,MIG1_f,MIG1,Forward,1.008769020209572,1.0524685936706744,0.06346240438054779,0.9493982958289058,1.0,55,35695,No
152,RLM1,RLM1,Both,1.0087586766758228,1.0013798266373266,0.6108233690992386,0.5413165207098924,0.961613637998238,2297,33453,No
417,YER130C_r,YER130C,Reverse,1.0081625741818172,0.9783886427719952,-0.26331116826218626,0.7923107523104718,1.0,5673,30077,No
108,ARR1,ARR1,Both,1.0081623900463728,1.0533117234588747,2.1512403450620248,0.03145723411238824,0.8407660753674674,11504,24246,No
